f0,W,H,fps,w0,h0,w,h
16890,858,480,30,243,32,122,79
16890,858,480,30,258,63,122,79
16890,858,480,30,435,67,122,79
16890,858,480,30,756,65,122,79
16890,858,480,30,624,77,122,79
16890,858,480,30,,23,77,122
16890,858,480,30,360,184,122,79
16890,858,480,30,598,200,122,79
16890,858,480,30,35,410,122,79
16920,858,480,30,365,201,122,79
16920,858,480,30,243,33,122,79
16920,858,480,30,425,70,122,79
16920,858,480,30,758,63,122,79
16920,858,480,30,255,68,122,79
16920,858,480,30,633,83,122,79
16920,858,480,30,332,102,122,79
16920,858,480,30,380,169,122,79
16920,858,480,30,605,178,122,79
16920,858,480,30,606,232,122,79
16950,858,480,30,365,201,122,79
16950,858,480,30,243,33,122,79
16950,858,480,30,425,70,122,79
16950,858,480,30,758,63,122,79
16950,858,480,30,255,68,122,79
16950,858,480,30,633,83,122,79
16950,858,480,30,332,102,122,79
16950,858,480,30,380,169,122,79
16950,858,480,30,605,178,122,79
16950,858,480,30,606,232,122,79
16980,858,480,30,365,201,122,79
16980,858,480,30,243,33,122,79
16980,858,480,30,425,70,122,79
16980,858,480,30,758,63,122,79
16980,858,480,30,255,68,122,79
16980,858,480,30,633,83,122,79
16980,858,480,30,332,102,122,79
16980,858,480,30,380,169,122,79
16980,858,480,30,605,178,122,79
16980,858,480,30,606,232,122,79
17010,858,480,30,365,201,122,79
17010,858,480,30,243,33,122,79
17010,858,480,30,425,70,122,79
17010,858,480,30,758,63,122,79
17010,858,480,30,255,68,122,79
17010,858,480,30,633,83,122,79
17010,858,480,30,332,102,122,79
17010,858,480,30,380,169,122,79
17010,858,480,30,605,178,122,79
17010,858,480,30,606,232,122,79
17040,858,480,30,365,201,122,79
17040,858,480,30,243,33,122,79
17040,858,480,30,425,70,122,79
17040,858,480,30,758,63,122,79
17040,858,480,30,255,68,122,79
17040,858,480,30,633,83,122,79
17040,858,480,30,332,102,122,79
17040,858,480,30,380,169,122,79
17040,858,480,30,605,178,122,79
17040,858,480,30,606,232,122,79
17070,858,480,30,365,201,122,79
17070,858,480,30,243,33,122,79
17070,858,480,30,425,70,122,79
17070,858,480,30,758,63,122,79
17070,858,480,30,255,68,122,79
17070,858,480,30,633,83,122,79
17070,858,480,30,332,102,122,79
17070,858,480,30,380,169,122,79
17070,858,480,30,605,178,122,79
17070,858,480,30,606,232,122,79
17100,858,480,30,365,201,122,79
17100,858,480,30,243,33,122,79
17100,858,480,30,425,70,122,79
17100,858,480,30,758,63,122,79
17100,858,480,30,255,68,122,79
17100,858,480,30,633,83,122,79
17100,858,480,30,332,102,122,79
17100,858,480,30,380,169,122,79
17100,858,480,30,605,178,122,79
17100,858,480,30,606,232,122,79
17130,858,480,30,365,201,122,79
17130,858,480,30,243,33,122,79
17130,858,480,30,425,70,122,79
17130,858,480,30,758,63,122,79
17130,858,480,30,255,68,122,79
17130,858,480,30,633,83,122,79
17130,858,480,30,332,102,122,79
17130,858,480,30,380,169,122,79
17130,858,480,30,605,178,122,79
17130,858,480,30,606,232,122,79
17160,858,480,30,365,201,122,79
17160,858,480,30,243,33,122,79
17160,858,480,30,425,70,122,79
17160,858,480,30,758,63,122,79
17160,858,480,30,255,68,122,79
17160,858,480,30,633,83,122,79
17160,858,480,30,332,102,122,79
17160,858,480,30,380,169,122,79
17160,858,480,30,605,178,122,79
17160,858,480,30,606,232,122,79
17190,858,480,30,365,201,122,79
17190,858,480,30,243,33,122,79
17190,858,480,30,425,70,122,79
17190,858,480,30,758,63,122,79
17190,858,480,30,255,68,122,79
17190,858,480,30,633,83,122,79
17190,858,480,30,332,102,122,79
17190,858,480,30,380,169,122,79
17190,858,480,30,605,178,122,79
17190,858,480,30,606,232,122,79
17220,858,480,30,365,201,122,79
17220,858,480,30,243,33,122,79
17220,858,480,30,425,70,122,79
17220,858,480,30,758,63,122,79
17220,858,480,30,255,68,122,79
17220,858,480,30,633,83,122,79
17220,858,480,30,332,102,122,79
17220,858,480,30,380,169,122,79
17220,858,480,30,605,178,122,79
17220,858,480,30,606,232,122,79
17250,858,480,30,365,201,122,79
17250,858,480,30,243,33,122,79
17250,858,480,30,425,70,122,79
17250,858,480,30,758,63,122,79
17250,858,480,30,255,68,122,79
17250,858,480,30,633,83,122,79
17250,858,480,30,332,102,122,79
17250,858,480,30,380,169,122,79
17250,858,480,30,605,178,122,79
17250,858,480,30,606,232,122,79
17280,858,480,30,365,200,122,79
17280,858,480,30,240,34,122,79
17280,858,480,30,383,35,122,79
17280,858,480,30,754,67,122,79
17280,858,480,30,251,68,122,79
17280,858,480,30,,22,76,122
17280,858,480,30,632,82,122,79
17280,858,480,30,604,179,122,79
17280,858,480,30,384,194,122,79
17280,858,480,30,601,229,122,79
17310,858,480,30,365,200,122,79
17310,858,480,30,240,34,122,79
17310,858,480,30,383,35,122,79
17310,858,480,30,754,67,122,79
17310,858,480,30,251,68,122,79
17310,858,480,30,,22,76,122
17310,858,480,30,632,82,122,79
17310,858,480,30,604,179,122,79
17310,858,480,30,384,194,122,79
17310,858,480,30,601,229,122,79
17340,858,480,30,365,200,122,79
17340,858,480,30,240,34,122,79
17340,858,480,30,383,35,122,79
17340,858,480,30,754,67,122,79
17340,858,480,30,251,68,122,79
17340,858,480,30,,22,76,122
17340,858,480,30,632,82,122,79
17340,858,480,30,604,179,122,79
17340,858,480,30,384,194,122,79
17340,858,480,30,601,229,122,79
17370,858,480,30,365,200,122,79
17370,858,480,30,240,34,122,79
17370,858,480,30,383,35,122,79
17370,858,480,30,754,67,122,79
17370,858,480,30,251,68,122,79
17370,858,480,30,,22,76,122
17370,858,480,30,632,82,122,79
17370,858,480,30,604,179,122,79
17370,858,480,30,384,194,122,79
17370,858,480,30,601,229,122,79
17400,858,480,30,365,200,122,79
17400,858,480,30,240,34,122,79
17400,858,480,30,383,35,122,79
17400,858,480,30,754,67,122,79
17400,858,480,30,251,68,122,79
17400,858,480,30,,22,76,122
17400,858,480,30,632,82,122,79
17400,858,480,30,604,179,122,79
17400,858,480,30,384,194,122,79
17400,858,480,30,601,229,122,79
17430,858,480,30,365,200,122,79
17430,858,480,30,240,34,122,79
17430,858,480,30,383,35,122,79
17430,858,480,30,754,67,122,79
17430,858,480,30,251,68,122,79
17430,858,480,30,,22,76,122
17430,858,480,30,632,82,122,79
17430,858,480,30,604,179,122,79
17430,858,480,30,384,194,122,79
17430,858,480,30,601,229,122,79
17460,858,480,30,365,200,122,79
17460,858,480,30,240,34,122,79
17460,858,480,30,383,35,122,79
17460,858,480,30,754,67,122,79
17460,858,480,30,251,68,122,79
17460,858,480,30,,22,76,122
17460,858,480,30,632,82,122,79
17460,858,480,30,604,179,122,79
17460,858,480,30,384,194,122,79
17460,858,480,30,601,229,122,79
17490,858,480,30,365,200,122,79
17490,858,480,30,240,34,122,79
17490,858,480,30,383,35,122,79
17490,858,480,30,754,67,122,79
17490,858,480,30,251,68,122,79
17490,858,480,30,,22,76,122
17490,858,480,30,632,82,122,79
17490,858,480,30,604,179,122,79
17490,858,480,30,384,194,122,79
17490,858,480,30,601,229,122,79
17520,858,480,30,365,200,122,79
17520,858,480,30,240,34,122,79
17520,858,480,30,383,35,122,79
17520,858,480,30,754,67,122,79
17520,858,480,30,251,68,122,79
17520,858,480,30,,22,76,122
17520,858,480,30,632,82,122,79
17520,858,480,30,604,179,122,79
17520,858,480,30,384,194,122,79
17520,858,480,30,601,229,122,79
17550,858,480,30,365,200,122,79
17550,858,480,30,240,34,122,79
17550,858,480,30,383,35,122,79
17550,858,480,30,754,67,122,79
17550,858,480,30,251,68,122,79
17550,858,480,30,,22,76,122
17550,858,480,30,632,82,122,79
17550,858,480,30,604,179,122,79
17550,858,480,30,384,194,122,79
17550,858,480,30,601,229,122,79
17580,858,480,30,365,200,122,79
17580,858,480,30,240,34,122,79
17580,858,480,30,383,35,122,79
17580,858,480,30,754,67,122,79
17580,858,480,30,251,68,122,79
17580,858,480,30,,22,76,122
17580,858,480,30,632,82,122,79
17580,858,480,30,604,179,122,79
17580,858,480,30,384,194,122,79
17580,858,480,30,601,229,122,79
17610,858,480,30,365,200,122,79
17610,858,480,30,240,34,122,79
17610,858,480,30,383,35,122,79
17610,858,480,30,754,67,122,79
17610,858,480,30,251,68,122,79
17610,858,480,30,,22,76,122
17610,858,480,30,632,82,122,79
17610,858,480,30,604,179,122,79
17610,858,480,30,384,194,122,79
17610,858,480,30,601,229,122,79
17640,858,480,30,366,200,122,79
17640,858,480,30,244,33,122,79
17640,858,480,30,382,60,122,79
17640,858,480,30,250,68,122,79
17640,858,480,30,,22,76,122
17640,858,480,30,431,132,122,79
17640,858,480,30,359,151,122,79
17640,858,480,30,608,214,122,79
17640,858,480,30,338,202,122,79
17640,858,480,30,411,198,122,79
17670,858,480,30,366,200,122,79
17670,858,480,30,244,33,122,79
17670,858,480,30,382,60,122,79
17670,858,480,30,250,68,122,79
17670,858,480,30,,22,76,122
17670,858,480,30,431,132,122,79
17670,858,480,30,359,151,122,79
17670,858,480,30,608,214,122,79
17670,858,480,30,338,202,122,79
17670,858,480,30,411,198,122,79
17700,858,480,30,366,200,122,79
17700,858,480,30,244,33,122,79
17700,858,480,30,382,60,122,79
17700,858,480,30,250,68,122,79
17700,858,480,30,,22,76,122
17700,858,480,30,431,132,122,79
17700,858,480,30,359,151,122,79
17700,858,480,30,608,214,122,79
17700,858,480,30,338,202,122,79
17700,858,480,30,411,198,122,79
17730,858,480,30,366,200,122,79
17730,858,480,30,244,33,122,79
17730,858,480,30,382,60,122,79
17730,858,480,30,250,68,122,79
17730,858,480,30,,22,76,122
17730,858,480,30,431,132,122,79
17730,858,480,30,359,151,122,79
17730,858,480,30,608,214,122,79
17730,858,480,30,338,202,122,79
17730,858,480,30,411,198,122,79
17760,858,480,30,366,200,122,79
17760,858,480,30,244,33,122,79
17760,858,480,30,382,60,122,79
17760,858,480,30,250,68,122,79
17760,858,480,30,,22,76,122
17760,858,480,30,431,132,122,79
17760,858,480,30,359,151,122,79
17760,858,480,30,608,214,122,79
17760,858,480,30,338,202,122,79
17760,858,480,30,411,198,122,79
17790,858,480,30,366,200,122,79
17790,858,480,30,244,33,122,79
17790,858,480,30,382,60,122,79
17790,858,480,30,250,68,122,79
17790,858,480,30,,22,76,122
17790,858,480,30,431,132,122,79
17790,858,480,30,359,151,122,79
17790,858,480,30,608,214,122,79
17790,858,480,30,338,202,122,79
17790,858,480,30,411,198,122,79
17820,858,480,30,366,200,122,79
17820,858,480,30,244,33,122,79
17820,858,480,30,382,60,122,79
17820,858,480,30,250,68,122,79
17820,858,480,30,,22,76,122
17820,858,480,30,431,132,122,79
17820,858,480,30,359,151,122,79
17820,858,480,30,608,214,122,79
17820,858,480,30,338,202,122,79
17820,858,480,30,411,198,122,79
17850,858,480,30,366,200,122,79
17850,858,480,30,244,33,122,79
17850,858,480,30,382,60,122,79
17850,858,480,30,250,68,122,79
17850,858,480,30,,22,76,122
17850,858,480,30,431,132,122,79
17850,858,480,30,359,151,122,79
17850,858,480,30,608,214,122,79
17850,858,480,30,338,202,122,79
17850,858,480,30,411,198,122,79
17880,858,480,30,366,200,122,79
17880,858,480,30,244,33,122,79
17880,858,480,30,382,60,122,79
17880,858,480,30,250,68,122,79
17880,858,480,30,,22,76,122
17880,858,480,30,431,132,122,79
17880,858,480,30,359,151,122,79
17880,858,480,30,608,214,122,79
17880,858,480,30,338,202,122,79
17880,858,480,30,411,198,122,79
17910,858,480,30,366,200,122,79
17910,858,480,30,244,33,122,79
17910,858,480,30,382,60,122,79
17910,858,480,30,250,68,122,79
17910,858,480,30,,22,76,122
17910,858,480,30,431,132,122,79
17910,858,480,30,359,151,122,79
17910,858,480,30,608,214,122,79
17910,858,480,30,338,202,122,79
17910,858,480,30,411,198,122,79
17940,858,480,30,366,200,122,79
17940,858,480,30,244,33,122,79
17940,858,480,30,382,60,122,79
17940,858,480,30,250,68,122,79
17940,858,480,30,,22,76,122
17940,858,480,30,431,132,122,79
17940,858,480,30,359,151,122,79
17940,858,480,30,608,214,122,79
17940,858,480,30,338,202,122,79
17940,858,480,30,411,198,122,79
17970,858,480,30,366,200,122,79
17970,858,480,30,244,33,122,79
17970,858,480,30,382,60,122,79
17970,858,480,30,250,68,122,79
17970,858,480,30,,22,76,122
17970,858,480,30,431,132,122,79
17970,858,480,30,359,151,122,79
17970,858,480,30,608,214,122,79
17970,858,480,30,338,202,122,79
17970,858,480,30,411,198,122,79
18000,858,480,30,366,200,122,79
18000,858,480,30,251,62,122,79
18000,858,480,30,372,64,122,79
18000,858,480,30,,22,77,122
18000,858,480,30,611,206,122,79
18000,858,480,30,342,197,122,79
18000,858,480,30,410,199,122,79
18030,858,480,30,366,200,122,79
18030,858,480,30,251,62,122,79
18030,858,480,30,372,64,122,79
18030,858,480,30,,22,77,122
18030,858,480,30,611,206,122,79
18030,858,480,30,342,197,122,79
18030,858,480,30,410,199,122,79
18060,858,480,30,366,200,122,79
18060,858,480,30,251,62,122,79
18060,858,480,30,372,64,122,79
18060,858,480,30,,22,77,122
18060,858,480,30,611,206,122,79
18060,858,480,30,342,197,122,79
18060,858,480,30,410,199,122,79
18090,858,480,30,366,200,122,79
18090,858,480,30,251,62,122,79
18090,858,480,30,372,64,122,79
18090,858,480,30,,22,77,122
18090,858,480,30,611,206,122,79
18090,858,480,30,342,197,122,79
18090,858,480,30,410,199,122,79
18120,858,480,30,366,200,122,79
18120,858,480,30,251,62,122,79
18120,858,480,30,372,64,122,79
18120,858,480,30,,22,77,122
18120,858,480,30,611,206,122,79
18120,858,480,30,342,197,122,79
18120,858,480,30,410,199,122,79
18150,858,480,30,366,200,122,79
18150,858,480,30,251,62,122,79
18150,858,480,30,372,64,122,79
18150,858,480,30,,22,77,122
18150,858,480,30,611,206,122,79
18150,858,480,30,342,197,122,79
18150,858,480,30,410,199,122,79
18180,858,480,30,366,200,122,79
18180,858,480,30,251,62,122,79
18180,858,480,30,372,64,122,79
18180,858,480,30,,22,77,122
18180,858,480,30,611,206,122,79
18180,858,480,30,342,197,122,79
18180,858,480,30,410,199,122,79
18210,858,480,30,366,200,122,79
18210,858,480,30,251,62,122,79
18210,858,480,30,372,64,122,79
18210,858,480,30,,22,77,122
18210,858,480,30,611,206,122,79
18210,858,480,30,342,197,122,79
18210,858,480,30,410,199,122,79
18240,858,480,30,366,200,122,79
18240,858,480,30,251,62,122,79
18240,858,480,30,372,64,122,79
18240,858,480,30,,22,77,122
18240,858,480,30,611,206,122,79
18240,858,480,30,342,197,122,79
18240,858,480,30,410,199,122,79
18270,858,480,30,366,200,122,79
18270,858,480,30,251,62,122,79
18270,858,480,30,372,64,122,79
18270,858,480,30,,22,77,122
18270,858,480,30,611,206,122,79
18270,858,480,30,342,197,122,79
18270,858,480,30,410,199,122,79
18300,858,480,30,366,200,122,79
18300,858,480,30,251,62,122,79
18300,858,480,30,372,64,122,79
18300,858,480,30,,22,77,122
18300,858,480,30,611,206,122,79
18300,858,480,30,342,197,122,79
18300,858,480,30,410,199,122,79
18330,858,480,30,366,200,122,79
18330,858,480,30,251,62,122,79
18330,858,480,30,372,64,122,79
18330,858,480,30,,22,77,122
18330,858,480,30,611,206,122,79
18330,858,480,30,342,197,122,79
18330,858,480,30,410,199,122,79
18360,858,480,30,366,200,122,79
18360,858,480,30,,22,76,122
18360,858,480,30,681,76,122,79
18360,858,480,30,349,128,122,79
18360,858,480,30,409,137,122,79
18360,858,480,30,356,188,122,79
18360,858,480,30,610,206,122,79
18360,858,480,30,419,195,122,79
18390,858,480,30,366,200,122,79
18390,858,480,30,,22,76,122
18390,858,480,30,681,76,122,79
18390,858,480,30,349,128,122,79
18390,858,480,30,409,137,122,79
18390,858,480,30,356,188,122,79
18390,858,480,30,610,206,122,79
18390,858,480,30,419,195,122,79
18420,858,480,30,366,200,122,79
18420,858,480,30,,22,76,122
18420,858,480,30,681,76,122,79
18420,858,480,30,349,128,122,79
18420,858,480,30,409,137,122,79
18420,858,480,30,356,188,122,79
18420,858,480,30,610,206,122,79
18420,858,480,30,419,195,122,79
18450,858,480,30,366,200,122,79
18450,858,480,30,,22,76,122
18450,858,480,30,681,76,122,79
18450,858,480,30,349,128,122,79
18450,858,480,30,409,137,122,79
18450,858,480,30,356,188,122,79
18450,858,480,30,610,206,122,79
18450,858,480,30,419,195,122,79
18480,858,480,30,366,200,122,79
18480,858,480,30,,22,76,122
18480,858,480,30,681,76,122,79
18480,858,480,30,349,128,122,79
18480,858,480,30,409,137,122,79
18480,858,480,30,356,188,122,79
18480,858,480,30,610,206,122,79
18480,858,480,30,419,195,122,79
18510,858,480,30,366,200,122,79
18510,858,480,30,,22,76,122
18510,858,480,30,681,76,122,79
18510,858,480,30,349,128,122,79
18510,858,480,30,409,137,122,79
18510,858,480,30,356,188,122,79
18510,858,480,30,610,206,122,79
18510,858,480,30,419,195,122,79
18540,858,480,30,366,200,122,79
18540,858,480,30,,22,76,122
18540,858,480,30,681,76,122,79
18540,858,480,30,349,128,122,79
18540,858,480,30,409,137,122,79
18540,858,480,30,356,188,122,79
18540,858,480,30,610,206,122,79
18540,858,480,30,419,195,122,79
18570,858,480,30,366,200,122,79
18570,858,480,30,,22,76,122
18570,858,480,30,681,76,122,79
18570,858,480,30,349,128,122,79
18570,858,480,30,409,137,122,79
18570,858,480,30,356,188,122,79
18570,858,480,30,610,206,122,79
18570,858,480,30,419,195,122,79
18600,858,480,30,366,200,122,79
18600,858,480,30,,22,76,122
18600,858,480,30,681,76,122,79
18600,858,480,30,349,128,122,79
18600,858,480,30,409,137,122,79
18600,858,480,30,356,188,122,79
18600,858,480,30,610,206,122,79
18600,858,480,30,419,195,122,79
18630,858,480,30,366,200,122,79
18630,858,480,30,,22,76,122
18630,858,480,30,681,76,122,79
18630,858,480,30,349,128,122,79
18630,858,480,30,409,137,122,79
18630,858,480,30,356,188,122,79
18630,858,480,30,610,206,122,79
18630,858,480,30,419,195,122,79
18660,858,480,30,366,200,122,79
18660,858,480,30,,22,76,122
18660,858,480,30,681,76,122,79
18660,858,480,30,349,128,122,79
18660,858,480,30,409,137,122,79
18660,858,480,30,356,188,122,79
18660,858,480,30,610,206,122,79
18660,858,480,30,419,195,122,79
18690,858,480,30,366,200,122,79
18690,858,480,30,,22,76,122
18690,858,480,30,681,76,122,79
18690,858,480,30,349,128,122,79
18690,858,480,30,409,137,122,79
18690,858,480,30,356,188,122,79
18690,858,480,30,610,206,122,79
18690,858,480,30,419,195,122,79
18720,858,480,30,365,200,122,79
18720,858,480,30,670,43,122,79
18720,858,480,30,248,39,122,79
18720,858,480,30,730,51,122,79
18720,858,480,30,431,62,122,79
18720,858,480,30,,23,77,122
18720,858,480,30,316,75,122,79
18720,858,480,30,445,86,122,79
18720,858,480,30,287,119,122,79
18720,858,480,30,411,149,122,79
18720,858,480,30,341,133,122,79
18720,858,480,30,604,210,122,79
18720,858,480,30,337,197,122,79
18750,858,480,30,365,200,122,79
18750,858,480,30,670,43,122,79
18750,858,480,30,248,39,122,79
18750,858,480,30,730,51,122,79
18750,858,480,30,431,62,122,79
18750,858,480,30,,23,77,122
18750,858,480,30,316,75,122,79
18750,858,480,30,445,86,122,79
18750,858,480,30,287,119,122,79
18750,858,480,30,411,149,122,79
18750,858,480,30,341,133,122,79
18750,858,480,30,604,210,122,79
18750,858,480,30,337,197,122,79
18780,858,480,30,365,200,122,79
18780,858,480,30,670,43,122,79
18780,858,480,30,248,39,122,79
18780,858,480,30,730,51,122,79
18780,858,480,30,431,62,122,79
18780,858,480,30,,23,77,122
18780,858,480,30,316,75,122,79
18780,858,480,30,445,86,122,79
18780,858,480,30,287,119,122,79
18780,858,480,30,411,149,122,79
18780,858,480,30,341,133,122,79
18780,858,480,30,604,210,122,79
18780,858,480,30,337,197,122,79
18810,858,480,30,365,200,122,79
18810,858,480,30,670,43,122,79
18810,858,480,30,248,39,122,79
18810,858,480,30,730,51,122,79
18810,858,480,30,431,62,122,79
18810,858,480,30,,23,77,122
18810,858,480,30,316,75,122,79
18810,858,480,30,445,86,122,79
18810,858,480,30,287,119,122,79
18810,858,480,30,411,149,122,79
18810,858,480,30,341,133,122,79
18810,858,480,30,604,210,122,79
18810,858,480,30,337,197,122,79
18840,858,480,30,365,200,122,79
18840,858,480,30,670,43,122,79
18840,858,480,30,248,39,122,79
18840,858,480,30,730,51,122,79
18840,858,480,30,431,62,122,79
18840,858,480,30,,23,77,122
18840,858,480,30,316,75,122,79
18840,858,480,30,445,86,122,79
18840,858,480,30,287,119,122,79
18840,858,480,30,411,149,122,79
18840,858,480,30,341,133,122,79
18840,858,480,30,604,210,122,79
18840,858,480,30,337,197,122,79
18870,858,480,30,365,200,122,79
18870,858,480,30,670,43,122,79
18870,858,480,30,248,39,122,79
18870,858,480,30,730,51,122,79
18870,858,480,30,431,62,122,79
18870,858,480,30,,23,77,122
18870,858,480,30,316,75,122,79
18870,858,480,30,445,86,122,79
18870,858,480,30,287,119,122,79
18870,858,480,30,411,149,122,79
18870,858,480,30,341,133,122,79
18870,858,480,30,604,210,122,79
18870,858,480,30,337,197,122,79
18900,858,480,30,365,200,122,79
18900,858,480,30,670,43,122,79
18900,858,480,30,248,39,122,79
18900,858,480,30,730,51,122,79
18900,858,480,30,431,62,122,79
18900,858,480,30,,23,77,122
18900,858,480,30,316,75,122,79
18900,858,480,30,445,86,122,79
18900,858,480,30,287,119,122,79
18900,858,480,30,411,149,122,79
18900,858,480,30,341,133,122,79
18900,858,480,30,604,210,122,79
18900,858,480,30,337,197,122,79
18930,858,480,30,365,200,122,79
18930,858,480,30,670,43,122,79
18930,858,480,30,248,39,122,79
18930,858,480,30,730,51,122,79
18930,858,480,30,431,62,122,79
18930,858,480,30,,23,77,122
18930,858,480,30,316,75,122,79
18930,858,480,30,445,86,122,79
18930,858,480,30,287,119,122,79
18930,858,480,30,411,149,122,79
18930,858,480,30,341,133,122,79
18930,858,480,30,604,210,122,79
18930,858,480,30,337,197,122,79
18960,858,480,30,365,200,122,79
18960,858,480,30,670,43,122,79
18960,858,480,30,248,39,122,79
18960,858,480,30,730,51,122,79
18960,858,480,30,431,62,122,79
18960,858,480,30,,23,77,122
18960,858,480,30,316,75,122,79
18960,858,480,30,445,86,122,79
18960,858,480,30,287,119,122,79
18960,858,480,30,411,149,122,79
18960,858,480,30,341,133,122,79
18960,858,480,30,604,210,122,79
18960,858,480,30,337,197,122,79
18990,858,480,30,365,200,122,79
18990,858,480,30,670,43,122,79
18990,858,480,30,248,39,122,79
18990,858,480,30,730,51,122,79
18990,858,480,30,431,62,122,79
18990,858,480,30,,23,77,122
18990,858,480,30,316,75,122,79
18990,858,480,30,445,86,122,79
18990,858,480,30,287,119,122,79
18990,858,480,30,411,149,122,79
18990,858,480,30,341,133,122,79
18990,858,480,30,604,210,122,79
18990,858,480,30,337,197,122,79
19020,858,480,30,365,200,122,79
19020,858,480,30,670,43,122,79
19020,858,480,30,248,39,122,79
19020,858,480,30,730,51,122,79
19020,858,480,30,431,62,122,79
19020,858,480,30,,23,77,122
19020,858,480,30,316,75,122,79
19020,858,480,30,445,86,122,79
19020,858,480,30,287,119,122,79
19020,858,480,30,411,149,122,79
19020,858,480,30,341,133,122,79
19020,858,480,30,604,210,122,79
19020,858,480,30,337,197,122,79
19050,858,480,30,365,200,122,79
19050,858,480,30,670,43,122,79
19050,858,480,30,248,39,122,79
19050,858,480,30,730,51,122,79
19050,858,480,30,431,62,122,79
19050,858,480,30,,23,77,122
19050,858,480,30,316,75,122,79
19050,858,480,30,445,86,122,79
19050,858,480,30,287,119,122,79
19050,858,480,30,411,149,122,79
19050,858,480,30,341,133,122,79
19050,858,480,30,604,210,122,79
19050,858,480,30,337,197,122,79
19080,858,480,30,366,200,122,79
19080,858,480,30,250,40,122,79
19080,858,480,30,280,50,122,79
19080,858,480,30,436,80,122,79
19080,858,480,30,753,87,122,79
19080,858,480,30,416,136,122,79
19080,858,480,30,340,132,122,79
19080,858,480,30,607,214,122,79
19080,858,480,30,340,200,122,79
19110,858,480,30,366,200,122,79
19110,858,480,30,250,40,122,79
19110,858,480,30,280,50,122,79
19110,858,480,30,436,80,122,79
19110,858,480,30,753,87,122,79
19110,858,480,30,416,136,122,79
19110,858,480,30,340,132,122,79
19110,858,480,30,607,214,122,79
19110,858,480,30,340,200,122,79
19140,858,480,30,366,200,122,79
19140,858,480,30,250,40,122,79
19140,858,480,30,280,50,122,79
19140,858,480,30,436,80,122,79
19140,858,480,30,753,87,122,79
19140,858,480,30,416,136,122,79
19140,858,480,30,340,132,122,79
19140,858,480,30,607,214,122,79
19140,858,480,30,340,200,122,79
19170,858,480,30,366,200,122,79
19170,858,480,30,250,40,122,79
19170,858,480,30,280,50,122,79
19170,858,480,30,436,80,122,79
19170,858,480,30,753,87,122,79
19170,858,480,30,416,136,122,79
19170,858,480,30,340,132,122,79
19170,858,480,30,607,214,122,79
19170,858,480,30,340,200,122,79
19200,858,480,30,366,200,122,79
19200,858,480,30,250,40,122,79
19200,858,480,30,280,50,122,79
19200,858,480,30,436,80,122,79
19200,858,480,30,753,87,122,79
19200,858,480,30,416,136,122,79
19200,858,480,30,340,132,122,79
19200,858,480,30,607,214,122,79
19200,858,480,30,340,200,122,79
19230,858,480,30,366,200,122,79
19230,858,480,30,250,40,122,79
19230,858,480,30,280,50,122,79
19230,858,480,30,436,80,122,79
19230,858,480,30,753,87,122,79
19230,858,480,30,416,136,122,79
19230,858,480,30,340,132,122,79
19230,858,480,30,607,214,122,79
19230,858,480,30,340,200,122,79
19260,858,480,30,366,200,122,79
19260,858,480,30,250,40,122,79
19260,858,480,30,280,50,122,79
19260,858,480,30,436,80,122,79
19260,858,480,30,753,87,122,79
19260,858,480,30,416,136,122,79
19260,858,480,30,340,132,122,79
19260,858,480,30,607,214,122,79
19260,858,480,30,340,200,122,79
19290,858,480,30,366,200,122,79
19290,858,480,30,250,40,122,79
19290,858,480,30,280,50,122,79
19290,858,480,30,436,80,122,79
19290,858,480,30,753,87,122,79
19290,858,480,30,416,136,122,79
19290,858,480,30,340,132,122,79
19290,858,480,30,607,214,122,79
19290,858,480,30,340,200,122,79
19320,858,480,30,366,200,122,79
19320,858,480,30,250,40,122,79
19320,858,480,30,280,50,122,79
19320,858,480,30,436,80,122,79
19320,858,480,30,753,87,122,79
19320,858,480,30,416,136,122,79
19320,858,480,30,340,132,122,79
19320,858,480,30,607,214,122,79
19320,858,480,30,340,200,122,79
19350,858,480,30,366,200,122,79
19350,858,480,30,250,40,122,79
19350,858,480,30,280,50,122,79
19350,858,480,30,436,80,122,79
19350,858,480,30,753,87,122,79
19350,858,480,30,416,136,122,79
19350,858,480,30,340,132,122,79
19350,858,480,30,607,214,122,79
19350,858,480,30,340,200,122,79
19380,858,480,30,366,200,122,79
19380,858,480,30,250,40,122,79
19380,858,480,30,280,50,122,79
19380,858,480,30,436,80,122,79
19380,858,480,30,753,87,122,79
19380,858,480,30,416,136,122,79
19380,858,480,30,340,132,122,79
19380,858,480,30,607,214,122,79
19380,858,480,30,340,200,122,79
19410,858,480,30,366,200,122,79
19410,858,480,30,250,40,122,79
19410,858,480,30,280,50,122,79
19410,858,480,30,436,80,122,79
19410,858,480,30,753,87,122,79
19410,858,480,30,416,136,122,79
19410,858,480,30,340,132,122,79
19410,858,480,30,607,214,122,79
19410,858,480,30,340,200,122,79
19440,858,480,30,366,200,122,79
19440,858,480,30,250,43,122,79
19440,858,480,30,360,46,122,79
19440,858,480,30,757,81,122,79
19440,858,480,30,413,143,122,79
19440,858,480,30,424,192,122,79
19440,858,480,30,340,200,122,79
19440,858,480,30,523,212,122,79
19440,858,480,30,602,223,122,79
19470,858,480,30,366,200,122,79
19470,858,480,30,250,43,122,79
19470,858,480,30,360,46,122,79
